HD 224990,5.495255354,,,3CenA
HD 225132,10.59305642,,,3CenB
HD 108,0.384525917,,,BD+47_1108
HD 358,33.62,,,HD000108
HD 560,10.71273591,,,HD000358
HD 628,2.702387977,,,HD000358
HD 886*,3.917095185,,,HD000358
HD 1279,2.62272724,,,HD000560
HD 1337,0.552219993,,,HD000628
MWC 5,0.333152112,,,HD000886
HD 2083,0.809171887,,,HD001279
HD 2772,1.663740223,,,HD001337
HD 2905*,1.919858191,,,HD002083
HD 3240,6.82865402,,,HD002772
HD 3360,9.189872989,,,HD002905
HD 3369,5.93898015,,,HD003240
HD 3901,2.170339379,,,HD003360
HD 4180,4.704595314,,,HD003369
HD 4622,9.323532282,,,HD003901
HD 4727*,6.925882534,,,HD004180
HD 4636,9.631359079,,,HD004622
HD 5394,5.32,,,HD004636
HD 5737,4.706790079,,,HD004727
HD 6457,11.65388273,,,HD005394
HD 6456,12.85996423,,,HD005737
HD 6675*,0.811345264,,,HD006456
HD 6811,4.55,,,HD006457
HD 7374,5.699582193,,,HD006675
HD 236689,0.339224365,,,HD006811
HD 8511*,15.01672409,,,HD007374
HD 9132*,14.1177265,,,HD008511
HD 10205,4.917234662,,,HD009132
HD 10516,6.603171608,,,HD010205
HD 11415,7.111908808,,,HD010516
HD 11529,5.093605386,,,HD011415
HD 12303,4.2742966,,,HD011529
HD 12534,12.56528238,,,HD012303
HD 12767,9.615566068,,,HD012534
HD 13294,7.14689412,,,HD012767
HD 13295,7.41663295,,,HD013294
HD 13854*,0.321787172,,,HD013295
HD 16046*,7.002542151,,,HD013854
HD 16196,1.625771274,,,HD016046
HD 16582*,4.688079931,,,HD016196
HD 16908,11.44772572,,,HD016582
HD 17081,9.382010343,,,HD016908
HD 17036,5.533027592,,,HD017036
HD 17573,21.16239309,,,HD017081
TYC 4056-415-1,1.536881865,,,HD017573
HD 18604,8.284257179,,,HD018604
HD 18877,2.1470042,,,HD018877
HD 19356*,36.27,,,HD019356
HD 20365*,5.584574085,,,HD019356
HD 20418,5.839913091,,,HD020336
HD 20336,6.070447376,,,HD020365
HD 20756,6.372831932,,,HD020418
HD 20863,5.656400173,,,HD020756
HD 20961,5.408523455,,,HD020863
HD 21071*,6.032609741,,,HD020961
HD 21364,16.44935099,,,HD021071
HD 21278,5.633437005,,,HD021278
HD 21483*,1.874764197,,,HD021291
HD 21291*,1.335997416,,,HD021364
HD 21428,5.050046919,,,HD021389
HD 21455,5.888054005,,,HD021428
HD 21389*,1.078720994,,,HD021455
HD 21551,5.555855663,,,HD021483
HD 21790,8.178755741,,,HD021551
HD 21641,5.695530722,,,HD021641
HD 21661,1.904458404,,,HD021661
HD 21699,1.904458404,,,HD021699
HD 21933,8.649354112,,,HD021790
HD 22203,12.49118037,,,HD021931
HD 21931,5.805711478,,,HD021933
HD 22192,5.962710945,,,HD022192
HD 22928*,8.858797669,,,HD022203
HD 22951,3.030966381,,,HD022928
HD 23194*,7.41813732,,,HD022951
HD 23180,4.074719444,,,HD023180
HD 23363,4.839428466,,,HD023194
HD 23288*,7.523388376,,,HD023288
HD 23302,8.704054073,,,HD023302
HD 23324*,7.340473905,,,HD023302
HD 23338*,8.96905582,,,HD023324
HD 23408,9.47796016,,,HD023338
HD 23432,7.565820863,,,HD023363
HD 23441,7.34534678,,,HD023408
HD 23480,9.478144378,,,HD023432
HD 23568,7.05978635,,,HD023441
HD 23478,3.471280843,,,HD023478
HD 23629,7.444952561,,,HD023480
HD 23643*,7.604931016,,,HD023568
HD 23630,7.968840142,,,HD023629
HD 23793,7.742614789,,,HD023630
HD 23753,2.650694197,,,HD023630
HD 23850*,8.429236085,,,HD023643
HD 23862,7.722945189,,,HD023753
HD 23873,1.46576557,,,HD023793
HD 23923,7.496204998,,,HD023800
HD 23950,6.922387325,,,HD023850
HD 23985,17.71,,,HD023862
HD 23800,1.705484946,,,HD023862
HD 24388,5.396567475,,,HD023873
HD 24368,5.603736434,,,HD023923
HD 24398*,3.39562301,,,HD023950
HD 24431,1.215685954,,,HD023985
HD 24504,4.597063036,,,HD024368
HD 24560,1.065901922,,,HD024388
HD 24640,2.317922225,,,HD024398
HD 24769,4.417742458,,,HD024431
HD 24479,8.406858408,,,HD024479
HD 24760*,12.16110249,,,HD024504
HD 24912*,1.378824955,,,HD024560
HD 25204,2.827278539,,,HD024640
HD 25348,0.805229592,,,HD024760
HD 25940,5.93441388,,,HD024769
HD 26793,7.999677384,,,HD024912
HD 26912,6.665133545,,,HD025204
HD 26670,6.661443584,,,HD025348
HD 27396,6.851691297,,,HD025940
HD 28319*,20.83539377,,,HD026670
HD 28503A,3.022463536,,,HD026793
HD 28503B,3.289570116,,,HD026912
HD 28446A,1.296671876,,,HD027396
HD 28446B,1.172377886,,,HD028319
HD 28543,2.899224222,,,HD028446A
HD 280006,0.538632532,,,HD028446B
HD 29096,1.833797241,,,HD028503A
HD 29035,1.415663583,,,HD028503B
HD 29332,1.170849557,,,HD028543
HD 30211,4.508728587,,,HD029035
HD 30004,1.014321087,,,HD029096
HD 30836*,4.030864819,,,HD029332
HD 30614*,1.36859034,,,HD030004
HD 32249,3.927419547,,,HD030211
HD 32630*,15.8367051,,,HD030614
HD 32811,2.899254026,,,HD030836
HD 33111*,2.890229376,,,HD032249
HD 32961,0.773219668,,,HD032630
BD+47 1108,1.159216682,,,HD032811
HD 34085*,3.083315664,,,HD032961
HD 34078*,2.464216478,,,HD033111
HD 33988,1.388628722,,,HD033988
HD 34503*,5.798273266,,,HD034078
HD 34816*,3.707854371,,,HD034085
HD 280849,0.629572235,,,HD034085
HD 34656,0.401166287,,,HD034085
HD 34805,1.403696512,,,HD034503
HD 34906,1.741644073,,,HD034656
HD 35039,2.867208587,,,HD034759
HD 34759*,5.594546531,,,HD034805
HD 35269,2.661156601,,,HD034816
HD 35468*,12.92,,,HD034906
HD 35345,0.831190057,,,HD035039
HD 35497*,24.36,,,HD035269
HD 36512*,89.78913012,,,HD035345
HD 36822*,2.869767063,,,HD035468
HD 36960*,2.799730667,,,HD035468
HD 36861J*,3.689093778,,,HD035497
HD 36862,2.900367591,,,HD036512
HD 37711*,1.407955024,,,HD036822
HD 38771*,5.04,,,HD036861J
HD 38708,0.814959153,,,HD036960
HD 39801,6.55,,,HD037711
HD 40111,1.508839914,,,HD038708
HD 40312,17.18310115,,,HD038771
HD 41117*,5.386933783,,,HD039801
HD 42560,4.75193833,,,HD040111
HD 45542,6.443564951,,,HD040312
HD 46487,5.788893496,,,HD041117
HD 47105,4.689061824,,,HD042560
HD 47100,4.363016766,,,HD045542
HD 47431,2.100367085,,,HD046487
HD 48977,3.169908499,,,HD046487
HD 49229,3.226270988,,,HD047100
HD 49606,4.494020408,,,HD047105
HD 50228,1.017592433,,,HD047105
HD 49340,3.074929143,,,HD047431
HD 51477,0.892568677,,,HD049229
HD 51688,3.0106577,,,HD049340
HD 51893,1.273190597,,,HD049606
HD 52037,2.430106019,,,HD051638
HD 51638,4.406206982,,,HD051688
HD 52559,0.873351888,,,HD051893
HD 55606,0.889484329,,,HD052037
HD 55200,1.608876212,,,HD052559
HD 55579,4.232286432,,,HD055200
HD 56310,1.014107579,,,HD055579
HD 57539,1.561914504,,,HD055606
HD 56386,4.38535756,,,HD055606
HD 56169*,7.367397024,,,HD055606
HD 57102,4.693916324,,,HD056169
HD 57103,4.974025166,,,HD056310
HD 58715,20.35350133,,,HD056386
HD 60178J,64.12,,,HD057102
HD 60863,14.71344034,,,HD057103
HD 60855,2.048637321,,,HD057539
HD 61068,1.566305284,,,HD058715
HD 61093,2.878704276,,,HD060178J
HD 61554,3.891551514,,,HD060178J
HD 60818,10.11834132,,,HD060178J
HD 61931*,7.126971695,,,HD060818
HD 63112,3.814584924,,,HD060855
HD 63021,5.961605889,,,HD060863
HD 63975,4.169423836,,,HD061068
HD 64705,3.582013106,,,HD061093
HD 65241,4.066341473,,,HD061554
HD 65041,1.663830649,,,HD061931
HD 65396,1.684012588,,,HD063021
HD 65875,1.43437299,,,HD063021
HD 65804,1.385603977,,,HD063021
HD 66684,2.413223944,,,HD063112
HD 67797,7.912632382,,,HD063975
HD 67880,3.276763893,,,HD064705
HD 68099,3.716869201,,,HD065041
HD 68194,6.368826234,,,HD065241
HD 69686,2.557520061,,,HD065396
HD 71072,1.428765957,,,HD065804
HD 71155*,27.47836336,,,HD065875
HD 71554,6.315154849,,,HD066684
HD 71906,5.243015488,,,HD067797
HD 73262*,20.10568526,,,HD067880
HD 74217,5.943936678,,,HD068099
HD 74280*,7.612813207,,,HD068194
HD 74393,4.501468591,,,HD069686
HD 74815,0.284838937,,,HD071072
HD 75357,3.106325289,,,HD071155
HD 74604,5.664907208,,,HD071554
HD 75333,7.798270351,,,HD071906
HD 75390,5.662098943,,,HD073262
HD 76644*,2.673869471,,,HD074217
HD 77327,9.1,,,HD074280
HD 78316,6.502124103,,,HD074393
HD 78556,3.11426307,,,HD074604
HD 79158,5.724903827,,,HD074815
HD 79931,4.248543966,,,HD075333
HD 80608,13.20048084,,,HD075357
HD 82865,5.258733528,,,HD075390
HD 82327,6.528524925,,,HD076644
HD 83434,3.481695002,,,HD077327
HD 83650,2.240034631,,,HD078316
HD 83754,8.883741429,,,HD078556
HD 87015,3.048131977,,,HD079158
HD 87504,10.37406682,,,HD079931
HD 87737*,3.369677669,,,HD080608
HD 87696*,37.03364435,,,HD082327
HD 87887*,14.43593688,,,HD082865
HD 87901,41.13,,,HD083434
HD 89239,7.857228356,,,HD083650
HD 89688,0.787179878,,,HD083754
HD 89774,6.524108891,,,HD087015
HD 89884,1.779710801,,,HD087504
HD 89897,5.94048771,,,HD087696
HD 90044,9.473242719,,,HD087737
HD 90882,9.559811926,,,HD087887
HD 90994,8.961326672,,,HD087901
HD 91120,5.996896655,,,HD087901
HD 91130,12.09570124,,,HD087901
HD 91316*,1.978780706,,,HD087901
HD 93033,4.291967432,,,HD087901
HD 93152,8.23175044,,,HD089239
HD 93521,0.512841139,,,HD089688
HD 93427,3.398179387,,,HD089774
HD 92728,7.915096819,,,HD089884
HD 94601,9.827537863,,,HD089897
HD 95418,33.79756975,,,HD090044
HD 96314,4.603180232,,,HD090882
HD 97277*,11.03584581,,,HD090994
HD 97603,55.82,,,HD091120
HD 97633,18.49476961,,,HD091120
HD 98664,16.48872351,,,HD091130
HD 100600,3.124828557,,,HD091316
HD 100889,11.2561973,,,HD092728
HD 100972,5.659207404,,,HD093033
HD 102647*,90.91,,,HD093152
HD 103287*,4.119373109,,,HD093427
HD 103483,11.52100695,,,HD093521
HD 103498,6.237014993,,,HD094601
HD 104337,1.851195385,,,HD094601
HD 105262,0.530178834,,,HD095418
HD 106625,21.23,,,HD095418
HD 106591,40.23641781,,,HD096314
HD 107259,12.69205841,,,HD097277
HD 107348,8.551342845,,,HD097603
HD 109387,7.138697627,,,HD097603
HD 109995,4.155814073,,,HD097633
HD 110411,26.20324008,,,HD097633
HD 111133,5.210435813,,,HD098664
HD 112413,4.959661223,,,HD100600
HD 112504,6.144666903,,,HD100889
HD 113436,6.417766447,,,HD100889
HD 113797,13.80155959,,,HD100972
HD 114376,3.922867278,,,HD102647
HD 114330,12.01914092,,,HD103287
HD 115612,7.408341581,,,HD103287
HD 115735,11.75591752,,,HD103483
HD 116658,13.06,,,HD103498
HD 120315*,31.38,,,HD104337
HD 123299*,12.18226431,,,HD105262
HD 127304,9.023264854,,,HD105262
HD 129174,11.34449016,,,HD106591
HD 129956,5.65604125,,,HD106591
HD 130767,8.062297257,,,HD106625
HD 130870,6.822125603,,,HD107259
HD 135742,17.62,,,HD107259
HD 139006,2.41413885,,,HD107348
HD 139891,6.218983815,,,HD108767
HD 139892,6.64325747,,,HD109387
HD 140573,39.36963839,,,HD109387
HD 141003*,21.42969163,,,HD109387
HD 141569,9.039385253,,,HD109995
HD 142763,2.80740377,,,HD109995
HD 142983,7.517335806,,,HD110411
HD 143275,6.64,,,HD111133
HD 144470*,4.111037551,,,HD112185
HD 146926,5.544561403,,,HD112413
HD 145502,7.354592869,,,HD112504
HD 147394*,10.29835721,,,HD113436
HD 147084*,1.13253028,,,HD113436
HD 147547*,6.884787938,,,HD113797
HD 147550,6.884787938,,,HD114330
HD 148184,4.693322691,,,HD114330
HD 148605*,8.560244756,,,HD114376
HD 149630,12.95955526,,,HD115612
HD 149438*,5.123162734,,,HD115735
HD 150100,7.743313742,,,HD116656J
HD 149757,5.82872442,,,HD116657
HD 152614,14.32019123,,,HD116658
HD 154445*,3.72122614,,,HD116658
HD 154660,12.16763698,,,HD116658
HD 155763,8.47619496,,,HD120315
HD 155806,1.005726612,,,HD120315
HD 157174,1.550798147,,,HD120315
HD 157741,5.836086863,,,HD120315
HD 158148,5.49355103,,,HD120315
HD 159032,1.716045465,,,HD120315
HD 159561,67.13,,,HD120315
HD 159845,1.991779143,,,HD120315
HD 160762*,7.576402625,,,HD121847
HD 161056,2.062494233,,,HD123299
HD 161004,1.983292371,,,HD124683
HD 162732,3.143738922,,,HD126769
HD 162570,10.70103532,,,HD127304
HD 162345,3.46427418,,,HD129174
HD 164284,6.976213644,,,HD129433
HD 164353*,1.767200453,,,HD129956
HD 164402*,0.598390994,,,HD129956
HD 165046,1.976631159,,,HD130274
HD 165174,0.901301959,,,HD130767
HD 165052*,0.783670791,,,HD130870
HD 165365,2.285236163,,,HD131162
HD 165517,0.589137008,,,HD131919
HD 165854,2.213403739,,,HD134759
HD 167771,4.958700492,,,HD134946
HD 168135,2.12199086,,,HD135230
HD 169454*,0.469635321,,,HD135742
HD 170235,1.813410679,,,HD135742
HD 170580,2.419362992,,,HD135742
HD 172167*,130.23,,,HD136849
HD 173075,0.75479536,,,HD137389
HD 173936,3.620014842,,,HD138485
HD 175156,1.51306082,,,HD138527
HD 175754*,0.452906597,,,HD138749
HD 230246,1.378163957,,,HD138764
HD 176437*,4.256918322,,,HD139006
HD 177724,42.51033361,,,HD139006
HD 178329*,2.566086801,,,HD139006
HD 177817,3.818680389,,,HD139094
HD 178125,4.67,,,HD139160
HD 178065*,3.483838672,,,HD139365
HD 177756,27.06026133,,,HD139891
HD 178175,1.954992191,,,HD139892
HD 179343,1.26,,,HD139909
HD 180126,8.025063075,,,HD140873
HD 180587,2.364939098,,,HD141003
HD 180857,2.59425089,,,HD141569
HD 182550,0.882170123,,,HD141637
HD 182519,1.26938948,,,HD142096
HD 183035,2.541605014,,,HD142114
HD 183656,3.67048255,,,HD142165
HD 184927,1.529213805,,,HD142184
HD 186485,1.674699311,,,HD142250
HD 186637,2.209237569,,,HD142301
HD 187851,1.313485099,,,HD142315
HD 189236,0.973313651,,,HD142378
HD 189847,2.620029054,,,HD142669
HD 189957*,0.483249973,,,HD142763
HD 189944,3.646635898,,,HD142883
HD 190150,1.816867714,,,HD142926
HD 191263,2.104730063,,,HD142983
HD 191692,12.89365424,,,HD142983
HD 192987,2.278872678,,,HD142983
HD 193322A,1.010672387,,,HD142983
HD 193322B,0.940578982,,,HD142983
HD 193964,8.004967544,,,HD142983
HD 193911,2.793231065,,,HD142983
HD 194335,2.655637478,,,HD142983
HD 229239,0.597011787,,,HD142990
HD 195810,9.079278107,,,HD143018
HD 196740,5.874023568,,,HD143187
HD 196867*,14.96479137,,,HD143275
HD 197345*,2.31,,,HD143275
HD 198183,4.988496553,,,HD144206
HD 198478*,0.849573991,,,HD144217
HD 198846,5.003141654,,,HD144218
HD 198667,3.983386598,,,HD144334
HD 199081,6.688008485,,,HD144470
HD 200775,2.770663849,,,HD144470
HD 201522,2.193623719,,,HD144844
HD 201184*,16.62752051,,,HD145389
HD 201836,1.378671193,,,HD145482
HD 202214,2.819962744,,,HD145483
HD 202124,1.092786132,,,HD145502
HD 203064,1.702636481,,,HD145502
HD 204172*,0.51853223,,,HD145502
HD 205021,6.229845974,,,HD146416
HD 204722,1.234257333,,,HD146926
HD 204860,1.49566689,,,HD147084
HD 205329,1.602335856,,,HD147165
HD 206135,1.02121408,,,HD147394
HD 205637,6.549513851,,,HD147394
HD 206165*,15.13171448,,,HD147394
HD 206183,0.956621969,,,HD147394
HD 206672,3.120618168,,,HD147547
HD 207330*,3.061005155,,,HD147550
HD 208501*,0.976745659,,,HD147888
HD 209339,1.183607335,,,HD147933
HD 209481,0.908064931,,,HD148112
HD 209409,6.920470397,,,HD148184
HD 209975*,1.164795129,,,HD148184
HD 209819,18.15201376,,,HD148184
HD 210129,4.66404923,,,HD148184
HD 210419*,6.75,,,HD148184
HD 210839*,1.65,,,HD148184
HD 210809*,0.231293767,,,HD148594
HD 212044,0.682543415,,,HD148605
HD 212120,6.22478988,,,HD148605
HD 212097,5.78139134,,,HD148632
HD 212076,2.01,,,HD149121
HD 212593,1.757699026,,,HD149212
HD 212666,1.185419124,,,HD149438
HD 212571,3.496639413,,,HD149438
HD 213420,3.404041315,,,HD149630
HD 213998,19.45163951,,,HD149630
HD 214432*,1.971934087,,,HD149630
HD 214680*,2.787612618,,,HD149757
HD 214748,8.098078862,,,HD149757
HD 214923,14.27774223,,,HD149881
HD 214993*,3.113084186,,,HD150100
HD 215182,2.55019247,,,HD150100
HD 216735*,1.418725814,,,HD150117J
HD 216956*,129.81,,,HD151133
HD 217675,9.21251027,,,HD151749
HD 217891,7.706475629,,,HD151884
HD 218376*,2.67286414,,,HD152614
HD 218700,5.196526295,,,HD152614
HD 219523,2.481693014,,,HD152655
HD 219688*,10.82801808,,,HD152909
HD 221188,1.183685791,,,HD154204
HD 221253,5.685204941,,,HD154445
HD 222173,7.899863273,,,HD154445
HD 222439,8.14475146,,,HD154445
HD 222847,8.758772011,,,HD154660
HD 224572,3.424620459,,,HD154660
HD 120315,31.38,,,HD155095
HD 121847,8.488967319,,,HD155125
3 Cen A,11.0982395,,,HD155328
3 Cen B,10.26588886,,,HD155401
HD 124683,9.658902627,,,HD155711
HD 129443,1.744429645,,,HD155763
HD 130274,6.950988396,,,HD155806
HD 134759,7.650346353,,,HD156377
HD 135230,4.005173066,,,HD156633
HD 135742,2.832773615,,,HD157056
HD 136849,11.86069109,,,HD157151
HD 137389,3.424008598,,,HD157174
HD 138527,9.318494115,,,HD157741
HD 138749,13.88757371,,,HD157841
HD 139006,43.46,,,HD157955
HD 138485,4.530192349,,,HD158148
HD 138764,8.729058456,,,HD158261
HD 139909,5.14467873,,,HD158704
HD 140873,8.085371409,,,HD159032
HD 142926,5.891308247,,,HD159032
HD 144206,9.026212088,,,HD159082
HD 148112,13.51464765,,,HD159358
HD 149212,7.210159427,,,HD159561
HD 151749,5.437215113,,,HD159561
HD 156633,3.303204456,,,HD159845
HD 158261,11.03723525,,,HD159975
HD 159561,67.13,,,HD160762
HD 159975,5.490975375,,,HD161004
HD 161569,5.781002292,,,HD161056
HD 162732,3.143738922,,,HD161464
HD 164212,5.313716409,,,HD161569
HD 164447,2.46862172,,,HD161573
HD 173219,0.419622627,,,HD161677
HD 177003,5.580789785,,,HD161695
HD 178475,3.585793239,,,HD161701
HD 182255,9.05750881,,,HD162094
HD 182568,3.565650721,,,HD162345
HD 184171,4.414592437,,,HD162570
HD 184930,4.664337804,,,HD162570
HD 186882,19.77,,,HD162732
HD 187811,5.796576648,,,HD162732
HD 189090,7.470993458,,,HD163472
HD 191610,5.294736351,,,HD163641
HD 194335,2.655637478,,,HD163966
HD 200120,2.508772955,,,HD164212
HD 200310,7.767940218,,,HD164284_2
HD 214168,1.669271718,,,HD164284_2
HD 97603,55.82,,,HD164284
HD 112185,41.2155,,,HD164284
HD 116656J,38.01,,,HD164284
HD 116657,40.5042,,,HD164353
HD 120315,31.38,,,HD164402
HD 129988,14.88255954,,,HD164429
HD 142250,6.603714625,,,HD164432
HD 142983,7.517335806,,,HD164447
HD 145502,7.423215785,,,HD164852
HD 145483,9.825060182,,,HD164900
HD 147888,10.89815023,,,HD165046
HD 165402,5.880715611,,,HD165052
HD 166563,5.99275,,,HD165174
HD 168431,2.078950774,,,HD165174
HD 168812,2.968849839,,,HD165174
HD 168795,3.229249168,,,HD165174
HD 170000,10.77,,,HD165174
HD 168957,1.945155658,,,HD165174
HD 168797,2.399467608,,,HD165365
HD 169031,-1.223381571,,,HD165402
HD 170650,1.872211396,,,HD165517
HD 171948,7.120249547,,,HD165854
HD 173921,2.669093025,,,HD166182
HD 173219,0.419622627,,,HD166563
HD 175744,3.025747544,,,HD166917
HD 184606,5.865130762,,,HD167771
HD 187640,1.666939222,,,HD167965
HD 190603,0.339152999,,,HD168021
HD 120315,31.38,,,HD168131
HD 126769,8.13994497,,,HD168135
HD 131162,3.913802869,,,HD168199
HD 134946,6.294453789,,,HD168271
HD 139094,3.977184329,,,HD168431
HD 143187,6.720095067,,,HD168795
HD 144217,8.07,,,HD168797
HD 139006,43.46,,,HD168812
HD 142096,8.56450923,,,HD168856
HD 144217,8.07,,,HD168957
HD 144218,7.750842687,,,HD169031
HD 145389,14.89900329,,,HD169033
HD 145482,6.65126404,,,HD169247
HD 148632,3.070072185,,,HD169454
HD 149121,8.247977163,,,HD169578
HD 149630,12.95955526,,,HD169798
HD 150100,7.743313742,,,HD169820
HD 150117,8.010185786,,,HD169990
HD 149881,0.410012602,,,HD170000
HD 149757,5.82872442,,,HD170028
HD 151133,5.346619366,,,HD170051
HD 155125,36.91,,,HD170111
HD 108757,5.337271197,,,HD170200
HD 109387,7.138697627,,,HD170235
HD 131919,6.167149428,,,HD170314
HD 139365,4.141812701,,,HD170562
HD 141637,6.895388375,,,HD170580
HD 142378,4.687703538,,,HD170650
HD 142883,6.394739678,,,HD170740
HD 151884,3.335463165,,,HD170795
HD 155328,4.903216956,,,HD170973
HD 155711,7.657944349,,,HD171012
HD 156377,3.085165884,,,HD171247
HD 157151,4.045237513,,,HD171301
HD 157841,5.205607844,,,HD171406
HD 159082,6.867584491,,,HD171461
HD 159358,8.820195562,,,HD171780
HD 161464,2.538503183,,,HD171948
HD 161695,0.527305828,,,HD172044
HD 161573,3.663283403,,,HD172046
HD 161677,2.73441884,,,HD172167
HD 161701,5.776563972,,,HD172167
HD 162094,2.661338755,,,HD172167
HD 162570,10.70103532,,,HD172167
HD 163472,3.184527704,,,HD172167
HD 163966,3.020276355,,,HD172167
HD 163641,5.754127308,,,HD172167
HD 164429,7.092184389,,,HD172167
HD 164432,1.4534162,,,HD172167
HD 164852,3.506605538,,,HD172167
HD 164900,3.461871291,,,HD172167
HD 166182,2.746906971,,,HD172167
HD 166917,2.245770455,,,HD172650
HD 167965,5.554744444,,,HD172883
HD 168131,1.643156004,,,HD173075
HD 168199,2.608894006,,,HD173087
HD 168271,2.523469566,,,HD173219
HD 139160,5.997867056,,,HD173219
HD 142114,6.197639721,,,HD173370
HD 142301,6.735660259,,,HD173921
HD 144844,6.833659108,,,HD173936
HD 146416,7.68495829,,,HD174105
HD 148594,5.183431802,,,HD174179
HD 152655,3.81,,,HD174237
HD 154204,6.217808928,,,HD174261
HD 142165,6.610406194,,,HD174298
HD 142184,7.077440531,,,HD174391
HD 142990,6.841324747,,,HD174567
HD 143018,1.725458422,,,HD174585
HD 147165,9.955620698,,,HD174853
HD 147933,7.126973295,,,HD174959
HD 152909,5.0973697,,,HD175132
HD 155095,1.630395586,,,HD175156
HD 155401,7.289375023,,,HD175191
HD 157056,9.793429221,,,HD175511
HD 157955,4.533709438,,,HD175744
HD 158704,9.362400574,,,HD175754
HD 169033,5.934926013,,,HD175869
HD 169247,4.623351501,,,HD176254
HD 169578,3.421186737,,,HD176301
HD 169820,7.066061574,,,HD176304
HD 170111,2.859082121,,,HD176437
HD 170200,3.649557064,,,HD176871
HD 170740,4.324972262,,,HD177003
HD 172167,130.23,,,HD177347
HD 168021,-0.819425791,,,HD177724
HD 168856,4.883725542,,,HD177756
HD 169798,2.050293303,,,HD177756
HD 169990,5.769578859,,,HD177817
HD 170028,2.813777549,,,HD178065
HD 170051,2.897956609,,,HD178125
HD 170235,1.813410679,,,HD178175
HD 170314,3.053720605,,,HD178175
HD 170562,4.120550294,,,HD178175
HD 170795,3.307328878,,,HD178329
HD 170973,3.977306206,,,HD178475
HD 171012,0.610333988,,,HD178540
HD 171247,2.762031414,,,HD178568
HD 171301,9.389351587,,,HD179343
HD 171406,2.578506167,,,HD179343
HD 171461,3.67004382,,,HD179583
HD 171780,4.155999667,,,HD179588
HD 172044,6.099006904,,,HD180126
HD 172046,2.796149501,,,HD180587
HD 172167,130.23,,,HD181751
HD 172560,8.128065078,,,HD182255
HD 174298,1.857417001,,,HD182519
HD 174853,3.705804421,,,HD182519
HD 176301,2.746296424,,,HD182519
HD 177347,2.037666106,,,HD182519
HD 178540,3.411361018,,,HD182519
HD 181751,5.415955947,,,HD182550
HD 184961,3.654775377,,,HD182568
HD 187961,2.043480781,,,HD183035
HD 190066,0.590658536,,,HD183656
HD 193220,1.116500589,,,HD183656
HD 195340,2.005110941,,,HD183656
HD 195341,1.715682554,,,HD183656
HD 195358,1.727244257,,,HD184171
HD 195775,1.942115395,,,HD184606
HD 142315,6.880268095,,,HD184927
HD 142669,7.491745819,,,HD184927
HD 144334,7.522098495,,,HD184927
HD 172883,5.677541051,,,HD184927
HD 173087,1.85164653,,,HD184930
HD 173370,6.729926359,,,HD184961
HD 174105,2.179637221,,,HD186485
HD 174179,2.540699507,,,HD186637
HD 174237,2.805213692,,,HD186882
HD 174261,1.728059818,,,HD187640
HD 174391,1.463021117,,,HD187811
HD 174567,4.166438081,,,HD187851
HD 174585,2.76466063,,,HD187961
HD 174959,2.850841089,,,HD189090
HD 175132,2.972932035,,,HD189236
HD 175191,14.32,,,HD189847
HD 175511,2.788113137,,,HD189944
HD 175869,2.722079617,,,HD189957
HD 176254,1.65952339,,,HD190066
HD 176304,1.054303516,,,HD190150
HD 176871,4.103751571,,,HD190603
HD 177756,27.06026133,,,HD191263
HD 178568,4.914011492,,,HD191610
HD 179583,6.420113151,,,HD191692
HD 179588,5.634218617,,,HD192987
,,,,HD193220
,,,,HD193322
,,,,HD193911
,,,,HD193964
,,,,HD194335
,,,,HD194335
,,,,HD195340
,,,,HD195341
,,,,HD195358
,,,,HD195775
,,,,HD195810
,,,,HD196740
,,,,HD196867
,,,,HD197345
,,,,HD198183
,,,,HD198478
,,,,HD198667
,,,,HD198846
,,,,HD199081
,,,,HD200120
,,,,HD200310
,,,,HD200775
,,,,HD201184
,,,,HD201522
,,,,HD201836
,,,,HD202124
,,,,HD202214
,,,,HD203064
,,,,HD204172
,,,,HD204722
,,,,HD204722
,,,,HD204860
,,,,HD205021
,,,,HD205021
,,,,HD205021
,,,,HD205021
,,,,HD205329
,,,,HD205637
,,,,HD206135
,,,,HD206165
,,,,HD206183
,,,,HD206672
,,,,HD207330
,,,,HD208501
,,,,HD209339
,,,,HD209409
,,,,HD209481
,,,,HD209819
,,,,HD209975
,,,,HD210129
,,,,HD210419
,,,,HD210809
,,,,HD210839
,,,,HD212044
,,,,HD212076
,,,,HD212097
,,,,HD212120
,,,,HD212571
,,,,HD212593
,,,,HD212666
,,,,HD212666
,,,,HD212666
,,,,HD212666
,,,,HD212666
,,,,HD212666
,,,,HD212666
,,,,HD212666
,,,,HD212666
,,,,HD212666
,,,,HD212666
,,,,HD212666
,,,,HD212666
,,,,HD213420
,,,,HD213998
,,,,HD214168
,,,,HD214432
,,,,HD214680
,,,,HD214748
,,,,HD214923
,,,,HD214993
,,,,HD216735
,,,,HD216956
,,,,HD217675
,,,,HD217891
,,,,HD218376
,,,,HD218700
,,,,HD219523
,,,,HD219688
,,,,HD221188
,,,,HD221253
,,,,HD222173
,,,,HD222439
,,,,HD222847
,,,,HD224572
,,,,HD224990
,,,,HD225132
,,,,HD229239
,,,,HD230246
,,,,HD236689
,,,,HD280006
,,,,HD280849
,,,,MWC005
,,,,TYC4056_415_1
